CUST_ID,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,CUST_RGST,CTPR,OCCP_GRP_1,OCCP_GRP_2,TOTALPREM,MINCRDT,MAXCRDT,WEDD_YN,MATE_OCCP_GRP_1,CHLD_CNT,MAX_PAYM_YM,MAX_PRM,CUST_INCM
16906,N,2,33,10451,12,N,200306,전북,1.주부,주부,37119181,2,99,N,None,0,2015-02-01,350020,0
16910,N,1,33,7777,20,N,200306,서울,3.사무직,사무직,1324800,6,6,N,None,0,2002-11-01,408300,3528
16912,N,2,33,7507,30,N,200306,경기,3.사무직,단순 사무직,16368403,6,6,Y,5.서비스,1,2016-06-01,342631,3064
16914,N,1,33,26111,20,N,200306,충북,3.사무직,공무원,37777204,3,99,N,None,0,2006-11-01,711140,3948
16915,N,2,32,24444,20,N,200306,경기,1.주부,주부,2861642,2,99,N,None,0,2015-03-01,154834,0
16916,N,2,32,38194,20,N,200306,경기,1.주부,주부,721468,5,6,N,None,0,2014-10-01,139578,0
16917,Y,1,32,10694,20,N,200306,인천,3.사무직,사무직,6608160,8,8,N,None,0,2013-01-01,121775,3271
16919,Y,1,32,15000,20,N,200306,대전,8.기타,학생,396000,6,6,N,None,0,2008-09-01,99000,0
16920,N,2,32,25555,20,N,200306,인천,4.전문직,의료직 종사자,6811692,6,6,N,None,0,2007-11-01,126100,3199
16921,N,2,32,7082,12,N,200306,경기,8.기타,학생,1248060,6,6,N,None,0,2005-12-01,120077,0
16923,N,2,32,13888,20,N,200306,울산,2.자영업,자영업,16536945,6,6,N,None,0,2016-04-01,283608,3619
16924,N,2,32,127777,20,N,200306,서울,1.주부,주부,28210288,1,99,Y,4.전문직,1,2016-05-01,216979,0
16927,N,1,32,9583,20,N,200306,전북,8.기타,학생,26571765,6,6,N,None,0,2004-02-01,117500,0
16929,N,1,31,4689,11,N,200306,대구,3.사무직,사무직,3458700,7,7,N,None,0,2016-06-01,42700,3207
16930,N,2,31,19013,12,N,200306,서울,3.사무직,사무직,113136952,0,99,Y,None,1,2014-05-01,2285254,3819
16931,N,2,31,4375,11,N,200306,전북,8.기타,학생,5538625,6,6,N,None,0,2004-03-01,35200,0
16932,N,2,31,0,99,N,200306,대구,3.사무직,단순 사무직,9580000,6,6,N,None,0,2008-01-01,95800,2352
16933,N,2,31,16666,20,N,200306,경기,3.사무직,사무직,38659339,7,7,N,None,0,2011-02-01,598150,3132
16934,N,2,31,9583,20,N,200306,충남,1.주부,주부,4122269,10,10,Y,5.서비스,1,2012-09-01,162492,0
16935,N,1,31,12777,30,N,200306,서울,8.기타,학생,8022868,6,6,N,None,0,2009-04-01,46140,0
16936,Y,1,31,11250,20,N,200306,광주,3.사무직,사무직,6966225,6,6,N,None,0,2010-03-01,103280,3241
16938,Y,1,31,20277,30,N,200306,서울,8.기타,단순 노무직,6042443,2,99,N,None,0,2004-08-01,400449,3464
16939,N,2,31,4158,30,N,200306,부산,1.주부,주부,7283021,6,7,Y,7.1차산업,1,2011-03-01,118205,0
16940,N,2,31,23694,12,N,200306,부산,4.전문직,전문직,29129504,10,9,N,None,0,2011-08-01,356125,3548
16941,N,1,31,2695,12,N,200306,대전,2.자영업,자영업,25834655,6,6,N,None,0,2003-05-01,152480,3172
16942,N,1,31,10517,12,N,200306,서울,4.전문직,교사,10624638,7,7,N,None,0,2012-01-01,499702,3142
16945,N,1,30,33888,20,N,200306,경기,4.전문직,전문직,79419408,2,99,N,None,0,2016-05-01,3430290,3506
16949,N,1,30,17777,20,N,200306,경기,3.사무직,사무직,5171910,5,6,N,None,0,2014-09-01,226357,3555
16956,N,1,29,27777,20,N,200306,경기,6.제조업,전문직,12496641,6,6,N,None,0,2014-07-01,102777,3152
16957,N,2,29,39027,20,N,200306,서울,1.주부,주부,49886752,2,99,Y,2.자영업,1,2016-06-01,1132740,0
16963,N,1,28,6291,11,N,200306,전남,8.기타,학생,1401316,6,6,N,None,0,2009-03-01,375688,0
16968,N,1,28,4199,12,N,200306,서울,2.자영업,자영업,3664072,5,99,N,None,0,2016-03-01,149471,2885
16975,N,1,28,9722,30,N,200306,경북,8.기타,학생,7485714,4,99,N,None,0,2015-03-01,291380,0
16977,N,1,28,24583,30,N,200306,서울,4.전문직,교사,1338000,2,99,N,None,0,2015-10-01,150000,3022
16981,N,1,27,6944,20,N,200306,서울,5.서비스,2차산업 종사자,30093669,6,6,N,None,0,2016-05-01,498340,3236
16986,N,2,26,0,99,N,200306,경북,8.기타,학생,3878279,6,6,N,None,0,2015-02-01,105511,0
16998,N,2,25,10694,30,N,200306,인천,8.기타,학생,16686220,6,6,N,None,0,2009-11-01,522166,0
17005,N,1,25,2806,11,N,200306,충남,3.사무직,공무원,3383924,6,6,N,None,0,2007-01-01,491092,2741
17006,N,1,25,8817,12,N,200306,서울,8.기타,학생,8704719,6,6,N,None,0,2011-04-01,133190,0
17015,N,1,24,3750,20,N,200306,대구,8.기타,학생,6049426,6,6,N,None,0,2013-09-01,233822,0
17028,N,2,24,10694,20,N,200306,서울,3.사무직,사무직,5200000,6,6,N,None,0,2016-05-01,100000,2641
17031,N,1,23,16625,12,N,200306,서울,8.기타,학생,163890,5,99,N,None,0,2015-06-01,54630,0
17032,N,2,23,13472,20,N,200306,경기,8.기타,학생,0,5,99,N,None,0,2011-02-01,107200,0
17033,N,1,23,2638,30,N,200306,제주,3.사무직,공무원,4196276,5,99,N,None,0,2015-09-01,197309,2763
17041,N,1,23,9864,12,N,200306,서울,8.기타,학생,3583673,6,6,N,None,0,2013-02-01,55256,0
17050,N,1,22,6111,20,N,200306,대구,8.기타,학생,6582661,6,6,N,None,0,2012-05-01,135613,0
17067,N,1,20,8450,12,N,200306,서울,8.기타,학생,954600,5,99,N,None,0,2014-04-01,180043,0
17072,N,2,20,12222,30,N,200306,서울,8.기타,학생,560490,6,6,N,None,0,2016-02-01,51000,0
17076,N,2,20,0,11,N,200306,전남,8.기타,학생,2419606,6,6,N,None,0,2014-08-01,100901,0
17117,N,1,18,11215,11,N,200306,경남,8.기타,학생,2174188,6,6,N,None,0,2003-12-01,500500,3413
17123,N,2,75,16546,40,N,200107,서울,8.기타,기타,14213046,6,6,Y,2.자영업,0,2006-03-01,115770,3413
17124,N,2,71,13594,12,N,200108,서울,1.주부,주부,9247100,6,6,N,None,0,2012-11-01,103900,3413
17127,N,2,69,19027,20,N,200103,경기,8.기타,기타,744300,6,6,N,None,0,2016-06-01,83032,3413
17129,N,2,68,14556,11,N,200007,대구,8.기타,단순 노무직,7485250,6,6,Y,8.기타,0,2016-06-01,59882,3413
17130,N,2,67,14316,99,N,199912,대구,8.기타,기타,0,6,6,Y,8.기타,0,2015-05-01,64800,3413
17131,N,2,64,31666,20,N,101,경기,1.주부,주부,56296034,6,6,N,None,0,2015-04-01,314959,3413
17132,N,2,64,15833,20,N,200101,전북,1.주부,주부,5789790,6,6,N,None,0,2003-09-01,64260,3413
17133,N,1,63,39444,20,N,200306,서울,2.자영업,자영업,16532835,6,6,Y,5.서비스,2,2011-05-01,300597,3413
17134,Y,2,63,3611,20,N,200206,강원,1.주부,주부,5719120,6,6,Y,5.서비스,1,2016-06-01,42680,3413
17135,N,2,62,16116,13,N,200104,서울,5.서비스,3차산업 종사자,41698394,6,6,Y,None,1,2016-06-01,457964,3413
17137,N,2,62,7775,12,N,199710,경기,5.서비스,종교인/역술인,5674939,6,6,Y,6.제조업,2,2007-06-01,286250,3413
17139,N,2,61,24438,12,N,200108,경남,1.주부,주부,15010295,5,5,Y,6.제조업,1,2005-08-01,128480,3413
17141,N,1,61,12916,30,N,199902,경기,3.사무직,사무직,38598808,6,6,N,None,0,2015-07-01,267986,3413
17142,N,2,60,15018,12,N,200303,경기,5.서비스,3차산업 종사자,24786010,6,6,N,None,0,2006-10-01,236170,3682
17144,N,2,60,33750,20,N,199508,부산,1.주부,주부,0,6,6,Y,3.사무직,0,2003-07-01,225900,0
17145,N,1,59,30555,20,N,199812,부산,4.전문직,교사,15281992,6,6,Y,1.주부,0,2004-09-01,108700,5219
17146,Y,1,59,15972,20,N,200110,부산,3.사무직,사무직,82126811,3,6,Y,None,1,2006-01-01,686046,6716
17147,N,2,58,11805,20,N,200205,서울,5.서비스,3차산업 종사자,46868926,6,6,Y,2.자영업,0,2012-05-01,638571,3650
17148,Y,1,58,26666,20,N,200306,인천,3.사무직,사무직,14191560,6,6,Y,1.주부,2,2006-11-01,117480,6773
17150,N,2,57,11848,12,N,200002,서울,3.사무직,사무직,17900800,6,6,Y,2.자영업,1,2007-02-01,160000,3781
17151,N,2,57,12638,20,N,200306,울산,2.자영업,자영업,24206636,6,6,Y,None,1,2006-11-01,212600,4825
17152,N,2,57,9722,20,N,200203,전남,1.주부,주부,1477581,8,99,Y,1.주부,1,2015-09-01,149100,0
17157,N,1,54,43055,20,N,200306,서울,3.사무직,사무직,13586397,6,6,Y,1.주부,1,2011-09-01,315733,6159
17158,Y,2,53,11757,12,N,200006,서울,1.주부,주부,0,6,6,Y,None,1,2015-08-01,187951,0
17159,Y,2,53,17222,20,N,200301,경기,1.주부,주부,13833143,10,9,Y,5.서비스,2,2012-10-01,455653,0
17160,N,2,52,0,12,N,200111,전남,1.주부,주부,1742300,6,6,Y,6.제조업,0,2007-06-01,118222,0
17161,N,1,52,10809,99,N,200306,경기,3.사무직,사무직,4851910,6,6,N,None,0,2013-01-01,326508,6881
17162,N,1,52,15138,20,N,200306,울산,3.사무직,기업/단체 임원,17316028,6,6,Y,4.전문직,3,2004-03-01,227160,7657
17163,N,2,51,8215,40,N,200009,경기,2.자영업,자영업,54775528,6,6,Y,3.사무직,2,2014-02-01,1175792,4312
17164,Y,1,51,3750,20,N,101,전북,7.1차산업,1차산업 종사자,9453672,6,6,Y,1.주부,1,2010-12-01,155770,4193
17165,Y,2,51,7460,12,N,200104,울산,2.자영업,자영업,26515187,7,7,Y,3.사무직,0,2011-01-01,511913,4804
17166,N,2,50,22638,20,N,200211,충남,4.전문직,교육관련직,97000427,6,6,Y,3.사무직,2,2013-12-01,1266445,4675
17167,N,2,49,33472,20,N,200306,경기,5.서비스,3차산업 종사자,26305087,2,99,Y,3.사무직,2,2009-03-01,988978,3437
17169,N,2,49,20138,20,N,200007,서울,5.서비스,2차산업 종사자,54248910,6,6,Y,5.서비스,0,2006-08-01,532200,3909
17170,N,2,49,17222,20,N,200011,경남,5.서비스,3차산업 종사자,57579892,1,99,Y,6.제조업,2,2011-12-01,377371,3634
17171,N,1,49,23333,20,N,200205,부산,2.자영업,자영업,12688422,6,6,Y,4.전문직,1,2011-12-01,2859936,5607
17174,N,1,48,18611,20,N,200012,경기,3.사무직,사무직,13792166,4,6,N,None,0,2009-07-01,220692,5150
17175,N,1,48,11008,12,N,199912,경기,6.제조업,운전직,22726736,6,6,Y,2.자영업,2,2016-06-01,320770,4650
17177,N,1,48,3438,11,N,200012,제주,6.제조업,운전직,48903271,6,6,N,None,0,2011-07-01,501249,4963
17178,N,2,48,13333,20,N,101,대전,1.주부,주부,23725790,6,6,Y,3.사무직,2,2016-06-01,215689,0
17180,N,1,48,15555,20,N,199911,경기,3.사무직,공무원,17400000,6,6,Y,3.사무직,0,2014-06-01,300000,4912
17181,N,1,47,5504,12,N,101,경기,5.서비스,2차산업 종사자,1605216,6,99,Y,1.주부,2,2016-06-01,100326,4231
17182,N,2,47,15972,20,N,200303,대전,5.서비스,3차산업 종사자,9609333,6,6,Y,2.자영업,0,2012-02-01,169353,3130
17183,N,1,47,22222,20,N,199810,경기,2.자영업,자영업,5823545,6,6,N,None,0,2005-03-01,43250,5326
17184,N,2,47,6284,11,Y,200306,경북,2.자영업,3차산업 종사자,6583078,7,7,Y,5.서비스,0,2008-03-01,136960,3663
17185,N,1,47,20000,20,N,200007,경기,2.자영업,자영업,25502264,6,6,Y,1.주부,1,2011-12-01,322536,5831
17186,N,1,47,2404,13,N,200302,전북,7.1차산업,1차산업 종사자,0,7,8,Y,1.주부,2,2007-07-01,113900,3455
17187,N,2,46,12777,20,N,200104,대전,4.전문직,교육관련직,11547748,6,6,Y,4.전문직,3,2016-03-01,342499,3866
17188,N,1,46,18333,30,N,101,서울,2.자영업,자영업,59358512,6,6,N,None,0,2016-06-01,641782,5870
17189,N,2,45,4131,13,N,200112,부산,3.사무직,단순 사무직,13220889,6,6,Y,2.자영업,0,2008-03-01,218889,3871
17190,N,1,45,13333,20,N,200010,전북,2.자영업,자영업,16455185,6,6,Y,1.주부,0,2006-06-01,138500,4634
17191,N,2,44,43194,20,N,200007,광주,1.주부,주부,13470352,6,6,Y,2.자영업,1,2007-02-01,120400,0
17192,N,2,44,37916,20,N,200005,대구,4.전문직,교육관련직,72367320,6,6,Y,None,1,2009-07-01,753000,4390
17194,N,2,44,17777,20,N,200002,경기,3.사무직,사무직,15421032,6,6,Y,3.사무직,1,2008-10-01,150366,3943
17195,N,1,43,26666,20,N,200104,경기,3.사무직,기업/단체 임원,31888831,6,6,Y,1.주부,2,2003-11-01,211900,7177
17196,Y,1,43,4779,12,N,200003,인천,3.사무직,사무직,5319749,6,6,Y,3.사무직,2,2004-11-01,449700,3988
17197,N,1,43,19861,20,N,200012,대전,6.제조업,2차산업 종사자,22456224,6,6,N,None,0,2004-03-01,151200,4755
17199,N,1,43,8333,30,N,200107,경기,5.서비스,2차산업 종사자,11049482,6,6,N,None,0,2003-09-01,108350,4264
17200,N,2,43,10833,20,N,199912,경남,6.제조업,2차산업 종사자,7573099,8,8,Y,6.제조업,2,2013-05-01,234123,3011
17201,N,2,43,17500,20,N,200006,경남,1.주부,주부,2719192,6,6,Y,6.제조업,1,2016-06-01,44601,0
17202,N,2,43,21388,20,N,200008,부산,1.주부,주부,23841254,3,6,Y,3.사무직,0,2010-07-01,410771,0
17203,N,2,42,31250,20,N,199904,서울,3.사무직,사무직,6142167,6,6,Y,None,1,2016-06-01,120323,4259
17204,N,1,42,13145,99,N,199910,서울,4.전문직,전문직,151000329,6,6,N,None,0,2015-07-01,19071609,5723
17206,N,2,42,8055,20,Y,199905,전북,1.주부,주부,92825618,1,99,Y,3.사무직,2,2006-06-01,471038,0
17208,N,2,42,14962,11,N,101,경남,4.전문직,3차산업 종사자,1588693,6,6,N,None,0,2016-06-01,26448,3601
17209,Y,2,41,62638,20,N,200302,부산,4.전문직,교육관련직,22797011,6,6,Y,4.전문직,0,2013-11-01,307167,4336
17210,N,2,41,10727,11,N,200108,경북,4.전문직,의료직 종사자,13123527,6,6,Y,None,1,2016-06-01,217606,3213
17214,N,2,40,10056,50,N,200005,경기,3.사무직,단순 사무직,8125549,6,6,Y,3.사무직,2,2011-05-01,233148,3751
17215,N,2,40,13611,20,N,200106,충북,1.주부,주부,3896905,6,6,Y,6.제조업,2,2013-01-01,93693,0
17217,N,2,40,21924,20,N,200003,경기,1.주부,주부,46674645,3,6,Y,4.전문직,2,2013-03-01,757238,0
17219,N,2,39,7040,12,N,200107,경기,1.주부,주부,44911664,6,6,Y,5.서비스,0,2010-03-01,635501,0
17220,Y,2,39,21527,20,N,199811,인천,1.주부,주부,109424014,6,6,Y,4.전문직,1,2011-02-01,1350687,0
17221,Y,1,39,50767,11,N,200105,대전,5.서비스,예체능계 종사자,1807300,6,6,N,None,0,2011-05-01,34100,5633
17222,N,1,38,18333,20,N,200206,대구,5.서비스,2차산업 종사자,5380000,6,6,Y,1.주부,0,2009-12-01,80000,3968
17223,N,2,38,21388,20,N,199911,울산,1.주부,주부,3764595,6,7,N,None,0,2016-05-01,55749,0
17225,N,2,38,4444,20,N,200205,강원,2.자영업,자영업,11022506,1,99,Y,3.사무직,2,2016-04-01,410969,4040
17227,N,1,38,6886,12,N,200110,부산,3.사무직,사무직,7721163,6,6,N,None,0,2004-08-01,51300,3859
17228,N,2,37,4583,30,N,200306,인천,3.사무직,사무직,946450,6,6,N,None,0,2007-05-01,41150,2853
17229,Y,1,37,39444,20,N,200006,경기,5.서비스,3차산업 종사자,4869485,6,6,N,None,0,2009-03-01,140493,4206
17230,N,1,37,29385,12,N,200212,경기,5.서비스,3차산업 종사자,3138491,7,7,N,None,0,2014-10-01,95482,3887
17231,N,2,37,24444,20,N,200306,경기,3.사무직,사무직,19845285,6,6,N,None,0,2010-06-01,132700,3521
17232,N,2,37,982,11,N,200002,충북,1.주부,주부,10082963,6,6,Y,7.1차산업,1,2010-02-01,202985,0
17233,N,1,36,20000,20,N,200007,광주,4.전문직,교사,14609392,6,6,N,None,0,2003-08-01,95200,3874
17236,N,2,35,11494,13,N,200207,경기,1.주부,주부,7127469,6,6,Y,5.서비스,1,2013-08-01,195517,0
17238,N,2,35,6541,13,Y,200209,울산,2.자영업,3차산업 종사자,26900792,6,6,N,None,0,2014-10-01,772690,4014
17239,N,2,35,42344,12,N,200101,서울,4.전문직,예체능계 종사자,11773816,6,6,N,None,0,2010-03-01,147459,4540
17240,N,1,35,8611,20,N,200107,경기,3.사무직,사무직,4363490,2,99,N,None,0,2007-11-01,106220,3901
17242,N,1,34,20225,99,N,200108,서울,3.사무직,공무원,26938061,6,6,N,None,0,2005-08-01,476280,3835
17243,N,1,34,10555,20,N,101,인천,3.사무직,사무직,6429629,6,6,N,None,0,2011-02-01,99930,3845
17244,N,2,34,52361,20,N,199612,광주,2.자영업,자영업,77784151,6,9,N,None,0,2009-02-01,2022909,4550
17245,N,2,34,22144,20,N,200201,경남,4.전문직,3차산업 종사자,17525354,6,6,N,None,0,2016-06-01,288340,3419
17246,N,1,34,16666,20,N,200104,전남,6.제조업,2차산업 종사자,11130987,6,6,N,None,0,2008-05-01,107060,3624
17248,N,2,34,10277,20,N,199510,대구,4.전문직,의료직 종사자,3413404,6,6,N,None,0,2010-08-01,137860,2674
17250,N,2,33,5833,20,N,101,전북,1.주부,주부,2436014,8,8,Y,3.사무직,2,2013-12-01,174001,0
17252,N,2,32,6805,20,N,200103,경기,5.서비스,3차산업 종사자,13186800,6,6,N,None,0,2006-05-01,90000,3340
17253,N,2,32,0,99,N,101,강원,4.전문직,교육관련직,4851326,6,6,N,None,0,2016-06-01,64417,2895
17259,N,2,28,8886,12,N,199907,서울,4.전문직,예체능계 종사자,18666304,6,6,N,None,0,2016-06-01,219800,2565
17268,Y,2,24,0,99,N,199909,경기,8.기타,학생,3424576,6,6,N,None,0,2013-11-01,123550,0
17281,N,2,33,5833,20,N,200306,전남,3.사무직,단순 사무직,11112869,6,6,Y,None,1,2014-04-01,239043,2929
17284,N,1,41,0,99,N,200307,강원,2.자영업,자영업,7698888,6,6,Y,3.사무직,1,2003-07-01,64800,4334
17287,N,2,39,2632,13,N,200307,충남,3.사무직,사무직,55500731,4,99,Y,4.전문직,3,2006-01-01,7629373,3160
17291,N,1,59,15000,30,N,200308,서울,3.사무직,사무직,9447442,6,6,N,None,0,2003-08-01,61963,4366
17292,N,1,52,12083,30,N,200308,서울,3.사무직,2차산업 종사자,8918631,1,99,Y,1.주부,2,2012-02-01,173463,5329
17293,N,2,37,15138,20,N,200308,경남,1.주부,주부,36683309,6,6,Y,None,1,2013-03-01,663083,0
17297,N,2,29,19444,20,N,200309,경기,8.기타,학생,6655000,6,6,N,None,0,2016-06-01,55000,0
17298,N,2,66,33888,20,N,200309,울산,1.주부,주부,9585211,6,6,N,None,0,2011-04-01,163930,3413
17299,N,2,57,11944,20,N,200309,강원,2.자영업,자영업,26312120,6,6,Y,6.제조업,3,2007-04-01,360524,4307
17300,Y,2,61,2353,13,N,200310,경남,2.자영업,자영업,41002180,6,6,N,None,0,2013-11-01,321870,3413
17303,N,1,41,22777,20,N,200310,경기,6.제조업,2차산업 종사자,67092304,6,6,Y,1.주부,2,2008-03-01,352388,4579
17305,N,1,41,1519,11,N,200310,경북,7.1차산업,1차산업 종사자,24064729,1,99,Y,1.주부,2,2009-05-01,272600,3258
17309,N,2,48,4102,12,Y,200311,대전,2.자영업,자영업,7889461,7,8,Y,5.서비스,2,2004-04-01,542268,3428
17313,N,2,57,6527,30,N,200311,인천,1.주부,주부,24035971,6,6,Y,2.자영업,1,2007-05-01,263483,0
17314,N,2,56,8407,12,N,200312,대구,1.주부,주부,230898184,6,6,Y,3.사무직,2,2011-06-01,1924614,0
17315,N,1,35,3888,20,Y,200312,경북,6.제조업,2차산업 종사자,2710038,8,8,Y,6.제조업,1,2005-03-01,124200,3367
17317,Y,2,37,22777,20,N,200312,경기,3.사무직,사무직,15235782,6,6,Y,4.전문직,0,2005-03-01,148112,3567
17318,N,2,40,15000,30,N,200312,서울,4.전문직,의료직 종사자,1705067,6,6,Y,None,1,2003-12-01,28700,3461
17319,Y,2,38,26388,20,N,200312,대구,1.주부,주부,2970400,6,6,N,None,0,2016-06-01,37600,0
17321,N,1,33,38656,12,N,200312,경기,3.사무직,사무직,16340350,6,6,N,None,0,2003-12-01,109300,3787
17322,N,2,37,42638,20,N,200312,서울,3.사무직,사무직,5832750,6,6,N,None,0,2004-01-01,115500,3684
17324,Y,2,56,15277,20,N,200312,인천,3.사무직,사무직,106175701,6,6,Y,6.제조업,2,2012-03-01,1982759,6293
17325,N,1,52,9277,12,N,200312,서울,6.제조업,운전직,4039818,7,7,Y,1.주부,2,2006-12-01,119840,4949
17329,N,1,50,8496,12,N,200401,서울,5.서비스,3차산업 종사자,4048800,6,6,Y,1.주부,3,2010-06-01,136048,3930
17331,N,2,51,10833,20,N,200401,전남,1.주부,주부,9509560,6,6,Y,6.제조업,2,2016-01-01,157607,0
17333,N,2,42,20519,99,N,200401,서울,3.사무직,단순 사무직,17649465,6,6,Y,3.사무직,0,2004-02-01,120450,3341
17335,N,2,33,37638,20,N,200401,광주,1.주부,주부,13775141,5,99,N,None,0,2016-04-01,581487,0
17339,Y,1,29,19305,20,N,200402,광주,5.서비스,예체능계 종사자,22400000,6,6,N,None,0,2016-06-01,350000,4356
17340,N,1,63,2479,12,N,200402,부산,5.서비스,3차산업 종사자,12350404,6,6,Y,1.주부,0,2004-02-01,83720,3413
17341,Y,1,35,23888,20,N,200402,광주,3.사무직,사무직,8821636,6,6,Y,1.주부,1,2009-12-01,112780,3971
17343,N,1,47,5972,30,N,200402,인천,6.제조업,운전직,24209673,6,6,N,None,0,2004-08-01,164100,4311
17345,N,1,44,2777,20,N,200402,전남,6.제조업,2차산업 종사자,17661229,7,7,N,None,0,2006-05-01,144500,3965
17347,N,2,37,3505,20,N,200402,경북,2.자영업,자영업,12569428,6,6,Y,2.자영업,0,2004-03-01,155920,3120
17348,N,2,41,11291,20,Y,200402,전북,4.전문직,의료직 종사자,119740788,1,99,Y,4.전문직,2,2015-06-01,2925643,4379
17349,N,1,51,23333,20,N,200402,경남,3.사무직,사무직,3736755,6,6,Y,4.전문직,3,2014-07-01,188052,4465
17350,N,2,26,17361,20,N,200402,대구,4.전문직,교사,5311752,6,6,N,None,0,2016-06-01,100000,3044
17353,N,1,57,10831,99,N,200403,경남,3.사무직,기업/단체 임원,5869214,6,6,Y,4.전문직,2,2004-05-01,49400,8153
17355,N,1,37,9861,30,N,200403,전남,8.기타,학생,12292077,6,6,N,None,0,2006-04-01,79250,0
17356,N,2,63,12083,20,N,200403,부산,1.주부,주부,17690290,6,6,N,None,0,2005-03-01,131380,3413
17357,N,1,38,38319,20,N,200403,울산,5.서비스,2차산업 종사자,15601240,6,6,Y,1.주부,0,2006-11-01,106450,4016
17360,N,2,56,45000,20,N,200403,서울,2.자영업,자영업,23558073,6,6,Y,2.자영업,1,2012-09-01,161700,4732
17362,N,2,43,0,99,N,200403,대구,4.전문직,교육관련직,20554377,6,6,Y,3.사무직,2,2011-01-01,291742,3274
17365,N,2,61,35833,20,N,200404,충북,1.주부,주부,20317637,6,6,Y,6.제조업,0,2004-04-01,211510,3413
17366,N,1,56,4468,11,N,200404,제주,5.서비스,2차산업 종사자,5864700,8,8,Y,1.주부,1,2006-12-01,375300,4291
17367,N,2,36,13333,20,N,200404,전남,3.사무직,단순 사무직,13208066,6,6,N,None,0,2007-09-01,127050,3090
17369,N,2,34,7570,50,N,200404,경기,8.기타,학생,12545548,6,6,N,None,0,2004-04-01,86200,0
17371,N,2,35,12875,30,N,200404,경기,1.주부,주부,12454677,6,6,N,None,0,2016-06-01,135835,0
17372,N,1,68,6388,30,N,200404,대전,2.자영업,자영업,11708125,6,6,Y,1.주부,0,2016-06-01,89375,3413
17375,N,2,57,24305,20,N,200404,충남,5.서비스,2차산업 종사자,21966203,6,6,Y,None,1,2016-02-01,944794,3253
17377,N,1,40,16250,20,N,200405,대구,6.제조업,2차산업 종사자,20904087,6,6,N,None,0,2012-06-01,175120,4271
17379,N,2,37,20138,20,N,200405,경기,1.주부,주부,20061129,6,6,N,None,0,2016-06-01,175097,0
17380,N,1,50,0,99,N,200405,제주,3.사무직,사무직,11400000,2,99,Y,3.사무직,2,2016-06-01,100000,5821
17381,N,1,38,18025,99,N,200405,충남,3.사무직,공무원,8544448,6,6,N,None,0,2015-05-01,200000,4035
17382,N,1,39,8194,30,N,200405,서울,3.사무직,사무직,8370150,6,6,N,None,0,2004-05-01,150950,4163
17384,N,2,63,17638,20,N,200406,부산,6.제조업,2차산업 종사자,9344280,6,6,N,None,0,2004-08-01,66000,3413
17385,N,2,31,5669,40,Y,200406,강원,3.사무직,3차산업 종사자,2310377,6,6,N,None,0,2012-03-01,387876,2917
17386,N,2,65,7522,99,N,200406,충남,2.자영업,자영업,19013102,6,6,N,None,0,2008-12-01,319387,3413
17388,N,2,27,11111,20,N,200406,경북,8.기타,학생,2913364,6,6,N,None,0,2014-06-01,72181,0
17389,N,2,67,42500,20,N,200406,경기,8.기타,기타,35320944,6,6,N,None,0,2007-06-01,1026060,3413
17390,N,2,42,14861,20,N,200406,울산,1.주부,주부,63340132,6,99,Y,5.서비스,2,2016-03-01,636946,0
17391,N,2,47,28750,20,N,200406,울산,1.주부,주부,26884750,1,99,Y,4.전문직,2,2015-08-01,494665,0
17392,N,1,34,24166,20,N,200407,광주,6.제조업,2차산업 종사자,23217453,6,6,N,None,0,2004-07-01,162850,3844
17395,N,2,33,7222,20,N,200407,인천,3.사무직,단순 사무직,2172480,6,6,N,None,0,2016-06-01,17520,2774
17396,N,2,38,46527,20,N,200407,서울,3.사무직,사무직,3776476,6,6,Y,5.서비스,0,2016-06-01,70022,4281
17399,N,1,46,20555,20,N,200408,울산,5.서비스,2차산업 종사자,38501139,7,7,Y,None,2,2009-03-01,1804641,5562
17402,N,2,59,4231,11,N,200408,충남,1.주부,주부,8069866,9,9,N,None,0,2004-09-01,57400,0
17404,N,1,41,8888,20,N,200408,부산,3.사무직,사무직,16692876,6,6,N,None,0,2016-05-01,181800,4338
17406,N,2,34,6527,20,N,200409,충북,1.주부,주부,8442584,6,6,Y,2.자영업,0,2005-07-01,136200,0
17408,N,2,34,13055,20,N,200409,울산,4.전문직,의료직 종사자,744992,6,6,N,None,0,2016-06-01,29740,3071
17409,N,2,51,37777,20,N,200409,광주,1.주부,주부,11816406,6,6,N,None,0,2007-11-01,229200,0
17411,N,2,70,55972,20,N,200409,대구,1.주부,주부,5507757,6,6,N,None,0,2004-09-01,334300,3413
17412,N,2,64,17916,20,N,200409,광주,1.주부,주부,31403347,6,6,Y,8.기타,0,2007-04-01,281549,3413
17413,N,1,42,21388,20,N,200409,경북,4.전문직,전문직,27541807,6,6,Y,1.주부,2,2004-11-01,198700,5469
17415,N,2,53,15199,20,N,200410,대전,4.전문직,종교인/역술인,10776435,6,6,N,None,0,2004-10-01,127500,3989
17416,N,2,38,8368,70,N,200410,인천,4.전문직,공무원,21044935,1,99,N,None,0,2015-10-01,798969,3625
17417,N,2,56,5494,30,N,200410,경기,5.서비스,3차산업 종사자,91133775,6,6,Y,None,2,2009-02-01,818954,4286
